Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L)
7/9/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145438,M DEL LEG 20W-50 STD DEFENSE PAIL20L :TH,3560
10/8/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145438,M DEL LEG 20W-50 STD DEFENSE PAIL20L :TH,2060
24/2/2023,C,ERW_C08P2020090127,Reseller,Phrae,145500,M DEL MODERN 15W-40 S DEFENSE PAIL20L:TH,5360
8/6/2023,C,ERW_C08P2020090127,Reseller,Phrae,145500,M DEL MODERN 15W-40 S DEFENSE PAIL20L:TH,1880
17/6/2023,C,ERW_C08P2020090116,Retails,Sukhothai,145438,M DEL LEG 20W-50 STD DEFENSE PAIL20L :TH,1960
2/5/2023,C,ERW_C08P2020090127,Reseller,Phrae,145500,M DEL MODERN 15W-40 S DEFENSE PAIL20L:TH,4680
22/5/2023,C,ERW_C08P2020090127,Reseller,Phrae,145500,M DEL MODERN 15W-40 S DEFENSE PAIL20L:TH,3660
21/4/2023,B,ERW_B2XK2021090001,Retails,Kanchanaburi,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",4200
19/10/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",100
13/12/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",9180
21/12/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",5840
26/12/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",2960
22/3/2023,B,ERW_B5CM2020120007,Retails,Ratchaburi,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",9160
31/1/2023,B,ERW_B5CM2020120007,Retails,Ratchaburi,145500,"Mobil Del Modern 15W40 Sup Defense,1/20",7540
27/9/2023,B,ERW_BM2U2020110040,Retails,Chainat,145438,"M-Del Legend 20W50 S Def,20L",5580
25/3/2023,B,ERW_BM2U2020110040,Retails,Chainat,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",6060
27/10/2023,B,ERW_BM2U2020110040,Retails,Chainat,145570,"M-Super F F.10W40 ,4/4+1",5160
26/12/2023,B,ERW_B5CM2020120011,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",8340
31/5/2023,B,ERW_B5CM2020120011,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",7100
25/4/2023,B,ERW_B5CM2020120011,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",8840
3/4/2023,B,ERW_B5CM2020120011,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",6200
14/10/2023,B,ERW_B8AI2023110002,Retails,Suphan Buri,145500,"M-Del Modern 15W40 S Def,1/20",1000
30/5/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",540
23/3/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",6540
27/10/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",6940
22/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",8840
17/2/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,135898,"MOBIL UBE HD 80W90 ,4/5",9020
30/10/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",5140
30/10/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",6000
31/5/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",4480
26/4/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",8960
31/5/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",7160
31/5/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",8380
7/9/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",3880
25/3/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,143508,"MOBIL SUPER 1000-20W50 ,4/4+1",2100
21/2/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",7160
21/2/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",1340
31/10/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",4200
31/10/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,145570,"M-Super F F.10W40 ,4/4+1",6920
14/11/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",9720
16/5/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",7480
8/5/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135898,"MOBIL UBE HD 80W90 ,4/5",3460
8/5/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135895,"MOBIL UBE HD 85W140 ,4/5",4620
29/7/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",3500
16/12/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145438,"M-Del Legend 20W50 S Def,20L",700
22/12/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",6380
16/9/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145498,"M-Del Legend 15W40(CH-4) ,20L",3540
16/9/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",1680
5/7/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",1280
27/11/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145439,"M-Del Legend 1640,20L",4080
20/6/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,145498,"M-Del Legend 15W40(CH-4) ,20L",60
5/8/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",10000
26/4/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",1180
2/9/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",6640
29/5/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",2960
29/5/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",5500
26/4/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",3960
2/9/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",4460
5/8/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",9600
24/11/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",7000
19/1/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",9200
19/1/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",4200
24/3/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",8980
24/3/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",5940
20/12/2023,B,ERW_BM2U2020110050,Retails,Kanchanaburi,145498,"M-Del Legend 15W40(CH-4) ,20L",7080
23/12/2023,B,ERW_BM2U2020110050,Retails,Kanchanaburi,145438,"M-Del Legend 20W50 S Def,20L",4200
23/12/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",8540
2/10/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,145498,"M-Del Legend 15W40(CH-4) ,20L",5320
15/9/2023,B,ERW_BM2U2020110088,Retails,Prachuap Khiri Khan,145570,"M-Super F F.10W40 ,4/4+1",5500
22/8/2023,B,ERW_BM2U2020110108,Retails,Kanchanaburi,145500,"M-Del Modern 15W40 S Def,1/20",2480
9/11/2023,B,ERW_BM2U2020110108,Retails,Kanchanaburi,145500,"M-Del Modern 15W40 S Def,1/20",180
10/10/2023,B,ERW_BM2U2020110108,Retails,Kanchanaburi,145500,"M-Del Modern 15W40 S Def,1/20",7520
6/12/2023,B,ERW_BM2U2020110108,Retails,Kanchanaburi,145500,"M-Del Modern 15W40 S Def,1/20",6300
19/7/2023,B,ERW_BM2U2020110108,Retails,Kanchanaburi,145500,"M-Del Modern 15W40 S Def,1/20",180
31/10/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",8860
25/10/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",9440
14/8/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",4660
30/5/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",20
16/5/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",3720
29/3/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",4280
28/9/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,135898,"MOBIL UBE HD 80W90 ,4/5",1180
30/5/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,135898,"MOBIL UBE HD 80W90 ,4/5",5660
30/5/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,135895,"MOBIL UBE HD 85W140 ,4/5",5000
31/1/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,135895,"MOBIL UBE HD 85W140 ,4/5",8300
30/5/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",6020
31/5/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,135895,"MOBIL UBE HD 85W140 ,4/5",3200
12/10/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",3520
20/11/2023,B,ERW_BM2U2020110125,Retails,Kanchanaburi,145498,"M-Del Legend 15W40(CH-4) ,20L",8360
20/12/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,145498,"M-Del Legend 15W40(CH-4) ,20L",2460
8/3/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145500,"Mobil Del Modern 15W40 S Def,1/20",2400
4/3/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145500,"Mobil Del Modern 15W40 S Def,1/20",6260
14/12/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,135895,"MOBIL UBE HD 85W140 ,4/5",4260
14/12/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,135898,"MOBIL UBE HD 80W90 ,4/5",4200
20/7/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,135898,"MOBIL UBE HD 80W90 ,4/5",6780
8/2/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,135898,"MOBIL UBE HD 80W90 ,4/5",9340
31/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,135895,"MOBIL UBE HD 85W140 ,4/5",4980
20/3/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",1400
31/1/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135903,"MOBIL UBE GX 80W90 ,4/5",400
5/1/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135903,"MOBIL UBE GX 80W90 ,4/5",1400
8/8/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135903,"MOBIL UBE GX 80W90 ,4/5",8580
14/1/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",7020
28/6/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",8660
11/9/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",8100
21/12/2023,B,ERW_BM2U2020110145,Retails,Nakhon Pathom,135903,"MOBIL UBE GX 80W90 ,4/5",5220
30/6/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,145500,"M-Del Modern 15W40 S Def,1/20",4820
5/9/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",5640
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",40
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",960
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",2820
25/12/2023,B,ERW_BM2U2020110167,Retails,Suphan Buri,145500,"M-Del Modern 15W40 S Def,1/20",7100
11/1/2023,B,ERW_BM2U2020110173,Retails,Suphan Buri,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",9600
14/11/2023,B,ERW_BM2U2020110173,Retails,Suphan Buri,145570,"M-Super F F.10W40 ,4/4+1",9340
10/4/2023,B,ERW_BM2U2020110173,Retails,Suphan Buri,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",9300
9/2/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",1740
9/2/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",4280
8/4/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",4380
16/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",6480
17/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",8740
6/1/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",4260
29/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",8320
17/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",2380
24/4/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",1080
20/10/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",900
20/10/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",820
7/6/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",6260
7/6/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135895,"MOBIL UBE HD 85W140 ,4/5",1320
12/6/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",4940
27/4/2023,B,ERW_BM2U2020110131,Retails,Bangkok,135898,"MOBIL UBE HD 80W90 ,4/5",7400
28/9/2023,B,ERW_BVPU2021110001,Retails,Kanchanaburi,145500,"M-Del Modern 15W40 S Def,1/20",3720
30/6/2023,B,ERW_BVPU2021110001,Retails,Kanchanaburi,145438,"M-Del Legend 20W50 S Def,20L",5760
31/7/2023,B,ERW_BM2U2020110028,Retails,Kanchanaburi,145498,"M-Del Legend 15W40(CH-4) ,20L",1200
25/12/2023,B,ERW_BM2U2020110028,Retails,Kanchanaburi,145498,"M-Del Legend 15W40(CH-4) ,20L",2560
23/3/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,135898,"MOBIL UBE HD 80W90 ,4/5",7120
26/9/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",3540
2/11/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",2440
17/11/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",8440
25/11/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",3160
2/3/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145500,"Mobil Del Modern 15W40 S Def,1/20",9360
28/2/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145500,"Mobil Del Modern 15W40 S Def,1/20",2100
18/8/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145500,"M-Del Modern 15W40 S Def,1/20",6040
11/7/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145498,"M-Del Legend 15W40(CH-4) ,20L",5560
11/7/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145500,"M-Del Modern 15W40 S Def,1/20",1060
24/11/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145500,"M-Del Modern 15W40 S Def,1/20",6720
24/11/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145498,"M-Del Legend 15W40(CH-4) ,20L",6400
6/12/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145438,"M-Del Legend 20W50 S Def,20L",520
18/8/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145438,"M-Del Legend 20W50 S Def,20L",3480
22/4/2023,D,ERW_DBG72020110003,Retails,Surat Thani,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,5660
7/3/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,143507,MOBIL SUPER 2000 10W-40 CTN 4X4+1L:TH,240
21/3/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,4720
11/9/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,145888,MOBIL SUPER  EVERYDAY PROTECTION 20W-50 CTN 4X4+1L:TH,6200
27/4/2023,D,ERW_DBG72020110016,Retails,Surat Thani,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,2480
25/3/2023,D,ERW_DBG72020110019,Retails,Surat Thani,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,1540
11/5/2023,D,ERW_DBG72020110021,Retails,Phatthalung,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 CTN 4X4+1L:TH,3760
13/7/2023,D,ERW_DBG72020110038,Reseller,Phuket,135898,"MOBILUBE HD 80W-90, 4X5LT CTN",8920
29/9/2023,D,ERW_DBG72020110038,Reseller,Phuket,145888,MOBIL SUPER  EVERYDAY PROTECTION 20W-50 CTN 4X4+1L:TH,7400
11/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,145888,MOBIL SUPER  EVERYDAY PROTECTION 20W-50 CTN 4X4+1L:TH,6820
27/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,145888,MOBIL SUPER  EVERYDAY PROTECTION 20W-50 CTN 4X4+1L:TH,9600
22/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,135898,"MOBILUBE HD 80W-90, 4X5LT CTN",6040
20/12/2023,D,ERW_DBG72020110038,Reseller,Phuket,135898,"MOBILUBE HD 80W-90, 4X5LT CTN",2320
27/1/2023,D,ERW_DBG72020110038,Reseller,Phuket,143508,MOBIL SUPER 1000 20W-50 CTN 4X4+1L:TH,8100
13/12/2023,D,ERW_DBG72020110038,Reseller,Phuket,145888,MOBIL SUPER  EVERYDAY PROTECTION 20W-50 CTN 4X4+1L:TH,1000
29/5/2023,D,ERW_DBG72020110046,Retails,Surat Thani,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,1500
26/5/2023,D,ERW_DBG72020110052,Retails,Krabi,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,7340
12/1/2023,D,ERW_DBG72020110056,Retails,Phuket,143507,MOBIL SUPER 2000 10W-40 CTN 4X4+1L:TH,5640
10/6/2023,D,ERW_DBG72020110063,Retails,Trang,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 CTN 4X4+1L:TH,8580
30/6/2023,D,ERW_DGVG2021110003,Reseller,Phangnga,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 CTN 4X4+1L:TH,8440
22/11/2023,D,ERW_DLD72021010008,Retails,Phangnga,135898,"MOBILUBE HD 80W-90, 4X5LT CTN",920
4/12/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,135899,MOBILUBE HD 80W-90 18L/PAIL,1908
15/11/2023,A,ERW_AMBP2020110210,Reseller,Sa Kaeo,135896,MOBILUBE HD 85W-140 18L/PAIL,6876
30/10/2023,A,ERW_AMBP2020110529,Retails,Chon Buri,135899,MOBILUBE HD 80W-90 18L/PAIL,3600
26/4/2023,A,ERW_AYRE2021100001,Retails,Trat,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,7398
26/4/2023,A,ERW_AYRE2021100001,Retails,Trat,142930,MOBIL DELVAC MX 15W-40 18L/PAIL,1764
20/11/2023,C,ERW_CET92022080001,Retails,Uttaradit,135892,"MOBILUBE GX 140 GL-4, 1X18LT PAIL",5652
27/4/2023,D,ERW_DFYB2022030002,Retails,Nakhon Si Thammarat,134728,"MOBIL DELVAC SUPER 20W50, 18LT PAIL",2196
8/8/2023,A,ERW_A2JJ2023070001,Retails,Buri Ram,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,3808
20/9/2023,A,ERW_A3GG2023090004,Retails,Khon Kaen,143160,MOBIL DELVAC SUPER1400 15W-40 4X6+1L/CAR,13552
26/5/2023,A,ERW_A7QF2022060006,Retails,Trat,143160,MOBIL DELVAC SUPER1400 15W-40 4X6+1L/CAR,11508
26/5/2023,A,ERW_A7QF2022060006,Retails,Trat,143629,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,9828
22/3/2023,A,ERW_AI8N2021070007,Retails,Chanthaburi,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,4172
25/9/2023,A,ERW_AMBP2020110042,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,13720
6/1/2023,A,ERW_AMBP2020110050,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W30 CTN 4X7L,6244
7/3/2023,A,ERW_AMBP2020110257,Retails,Udon Thani,143629,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,672
15/12/2023,A,ERW_AMBP2020110352,Retails,Loei,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,7364
12/7/2023,A,ERW_AMBP2020110747,Retails,Nakhon Ratchasima,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,5880
12/9/2023,A,ERW_ARPA2023060001,Retails,Yasothon,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,11704
31/5/2023,C,ERW_C08P2020090033,Retails,Tak,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,9632
7/2/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,784
29/4/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,12152
15/3/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,2268
18/11/2023,C,ERW_C08P2020090104,Retails,Phetchabun,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,7952
4/9/2023,C,ERW_C08P2020090139,Retails,Chiang Mai,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,1512
19/5/2023,C,ERW_C08P2020090158,Retails,Chiang Rai,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,4984
2/12/2023,C,ERW_C08P2020090158,Retails,Chiang Rai,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,3948
28/9/2023,C,ERW_C08P2020090161,Retails,Chiang Rai,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,12544
11/10/2023,C,ERW_C08P2020090164,Retails,Chiang Rai,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,1456
13/10/2023,B,ERW_BM2U2020110084,Retails,Nakhon Pathom,143877,"MOBIL SUPER AIO Pro TBS 5W30 ,4/7",2380
21/12/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,145575,"M Super E.P TBS 15W40 ,4/7",13440
25/12/2023,B,ERW_BM2U2020110081,Retails,Ratchaburi,145497,"M-Del Legend 15W40(CH-4) ,4/7",11424
18/10/2023,B,ERW_BM2U2020110135,Retails,Bangkok,145577,"M-Super F.F TBS 10W30 ,4/7",9548
18/7/2023,A,ERW_A6CB2023080002,Retails,Samut Prakan,145832,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,560
21/2/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,7952
19/12/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,4832
19/12/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143132,MOBIL 1 5W-30 4X4L/CAR,1408
12/12/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,4448
19/10/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143132,MOBIL 1 5W-30 4X4L/CAR,5200
19/10/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,7728
19/10/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,2720
28/11/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,6704
15/11/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,7744
23/12/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,2000
23/12/2023,A,ERW_AMBP2020110030,Retails,Bangkok,146130,MOBIL 1 0W-40 V3 4X4L/CAR,6192
25/9/2023,A,ERW_AMBP2020110042,Retails,Bangkok,143132,MOBIL 1 5W-30 4X4L/CAR,2400
21/7/2023,A,ERW_AMBP2020110147,Retails,Chon Buri,144673,MOBIL 1 TBD 5W-40 4X6L/CAR,1552
