Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L)
18/9/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,135896,"MOBIL UBE HD 85W140 ,1/18",666
11/12/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,135896,"MOBIL UBE HD 85W140 ,1/18",1548
16/9/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,135896,"MOBIL UBE HD 85W140 ,1/18",3276
16/9/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,135899,"MOBIL UBE HD 80W90 ,1/18",270
31/7/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,135904,"MOBIL UBE GX 80W90 ,1/18",864
25/3/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,135904,"MOBIL UBE GX 80W90 ,1/18",7848
23/5/2023,B,ERW_BM2U2020110039,Retails,Nakhon Pathom,137227,"MOBIL DELVAC SUPER 1400-15W40 ,1/18",7398
13/2/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135896,"MOBIL UBE HD 85W140 ,1/18",6192
16/9/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,135896,"MOBIL UBE HD 85W140 ,1/18",792
1/12/2023,B,ERW_BM2U2020110069,Retails,Bangkok,135896,"MOBIL UBE HD 85W140 ,1/18",6822
9/10/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,135899,"MOBIL UBE HD 80W90 ,1/18",8928
30/5/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,139840,"MOBIL คูลแลนท์ ,12/1",3582
7/3/2023,B,ERW_BM2U2020110093,Retails,Kanchanaburi,134349,"MOBIL เบรค ฟลูอิด(DOT 4) ,12/1",738
7/3/2023,B,ERW_BM2U2020110093,Retails,Kanchanaburi,143899,"MOBIL ATF 220 ,12/1",2394
30/9/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140043,"MOBIL ATF 3309 ,12/1",684
30/9/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,135872,"MOBIL UBE LS 85W90 ,12/1",8190
30/9/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,145572,"M-Super F.F TBS 10W30 ,12/1",1494
11/9/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,135899,"MOBIL UBE HD 80W90 ,1/18",5418
11/9/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,135896,"MOBIL UBE HD 85W140 ,1/18",4842
18/4/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,135899,"MOBIL UBE HD 80W90 ,1/18",3960
19/12/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,135896,"MOBIL UBE HD 85W140 ,1/18",7092
19/12/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,135899,"MOBIL UBE HD 80W90 ,1/18",1152
20/12/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,140043,"MOBIL ATF 3309 ,12/1",6660
5/5/2023,B,ERW_BM2U2020110125,Retails,Kanchanaburi,140043,"MOBIL ATF 3309 ,12/1",8226
20/9/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,135896,"MOBIL UBE HD 85W140 ,1/18",4626
18/5/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,135899,"MOBIL UBE HD 80W90 ,1/18",2916
13/5/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,135899,"MOBIL UBE HD 80W90 ,1/18",2286
13/7/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,134346,"MOBIL ไฮดรอลิค 10W ,1/18",6102
17/1/2023,B,ERW_BM2U2020110136,Retails,Samut Sakhon,137219,"MOBIL DELVAC MX 15W40 ,1/18",7344
25/4/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,135896,"MOBIL UBE HD 85W140 ,1/18",6444
25/3/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,135899,"MOBIL UBE HD 80W90 ,1/18",1854
4/5/2023,B,ERW_BM2U2020110163,Retails,Nakhon Pathom,137227,"MOBIL DELVAC SUPER 1400-15W40 ,1/18",270
31/5/2023,B,ERW_BM2U2020110163,Retails,Nakhon Pathom,137227,"MOBIL DELVAC SUPER 1400-15W40 ,1/18",6408
12/10/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145496,"M-Del Legend 15W40 ,12/1",6246
4/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,"MOBIL 1 FS X2 5W50(SN) ,12/1",1188
19/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145572,"M-Super F.F TBS 10W30 ,12/1",6858
4/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145496,"M-Del Legend 15W40 ,12/1",7974
18/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145496,"M-Del Legend 15W40 ,12/1",3528
10/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,"MOBIL 1 FS X2 5W50(SN) ,12/1",6030
21/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,140043,"MOBIL ATF 3309 ,12/1",3978
21/3/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,"MOBIL คูลแลนท์ ,12/1",4644
25/4/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,"MOBIL คูลแลนท์ ,12/1",1116
11/5/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,143099,"MOBIL SUPER 1000 20W50(SN) ,12/1",5940
5/7/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,140043,"MOBIL ATF 3309 ,12/1",36
14/7/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145573,"M-Super E.P TBS 15W40 ,12/1",4500
11/8/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144472,"MOBIL 1 FS X2 5W50(SN) ,12/1",1620
16/8/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,"MOBIL คูลแลนท์ ,12/1",5346
18/1/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,135899,"MOBIL UBE HD 80W90 ,1/18",2628
18/1/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,139840,"MOBIL คูลแลนท์ ,12/1",6696
16/3/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,145496,"M-Del Legend 15W40 ,12/1",5004
11/7/2023,B,ERW_BXEO2021030005,Retails,Bangkok,145450,"M-Del Legend 20W50 ,12/1",1674
31/3/2023,B,ERW_BY6B2023030001,Retails,Samut Sakhon,135892,"MOBIL UBE GX 140 ,1/18",3816
26/10/2023,D,ERW_DBG72020110003,Retails,Surat Thani,142890,MOBIL DELVAC MX 10W-30 CTN 12X1L:TH,5670
17/2/2023,D,ERW_DBG72020110003,Retails,Surat Thani,142938,M DELVAC SUPER 1400 15W-40 CTN 12X1L:TH,7776
26/1/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,143134,MOBIL SUPER 3000 5W-30 (AIO) CTN12X1L:SG,4734
30/11/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,140043,MOBIL ATF 3309 12X1LT CTN,3114
30/11/2023,D,ERW_DBG72020110004,Retails,Nakhon Si Thammarat,135872,"MOBILUBE LS 85W-90, 12X1LT",7074
18/9/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,140043,MOBIL ATF 3309 12X1LT CTN,3096
23/10/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145572,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 CTN12X1L:TH,1566
27/12/2023,D,ERW_DBG72020110012,Reseller,Songkhla,139840,M-COOLANT EX RM -24 AP C2 12X1L,7398
9/10/2023,D,ERW_DBG72020110016,Retails,Surat Thani,135904,"MOBILUBE GX 80W-90, P18LT",1116
2/11/2023,D,ERW_DBG72020110016,Retails,Surat Thani,135896,"MOBILUBE HD 85W-140, P18LT",4824
18/2/2023,D,ERW_DBG72020110019,Retails,Surat Thani,137221,"MOBIL DELVAC MX15W-40, 12X1LT, CI-4 NEW",4176
12/6/2023,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12X1LT CTN,3690
28/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,143354,MOBIL SUPER 2000 10W-40 (FF-TH) 12X1L:SG,6426
3/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12X1LT CTN,6282
3/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,135896,"MOBILUBE HD 85W-140, P18LT",4194
28/2/2023,D,ERW_DBG72020110038,Reseller,Phuket,135899,"MOBILUBE HD 80W-90, P18LT",7128
9/2/2023,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12X1LT CTN,252
15/11/2023,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12X1LT CTN,216
29/11/2023,D,ERW_DBG72020110038,Reseller,Phuket,140043,MOBIL ATF 3309 12X1LT CTN,7650
22/2/2023,D,ERW_DBG72020110056,Retails,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,1800
13/7/2023,D,ERW_DBG72020110056,Retails,Phuket,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,7362
2/2/2023,D,ERW_DBG72020110062,Retails,Trang,140043,MOBIL ATF 3309 12X1LT CTN,2232
16/10/2023,D,ERW_DBG72020110075,Retails,Chumphon,145741,M SUPER AIO PROTECT 5W-30 CTN 12X1L:SG,8730
27/1/2023,D,ERW_DBG72020110082,Reseller,Songkhla,143899,MOBIL ATF 220 SYN TECH CTN 12X1L:TH,1044
25/2/2023,D,ERW_DBG72020110082,Reseller,Songkhla,134349,M-BRAKE FLUID DOT4 12X1L,288
23/12/2023,D,ERW_DBG72020110082,Reseller,Songkhla,143162,MOBIL DELVAC MX 15W-40 CTN 12X1L:TH,8982
12/10/2023,D,ERW_DBG72020110082,Reseller,Songkhla,134349,M-BRAKE FLUID DOT4 12X1L,5058
3/4/2023,D,ERW_DBG72020110092,Retails,Phuket,140043,MOBIL ATF 3309 12X1LT CTN,5400
23/2/2023,D,ERW_DBG72020110134,Retails,Nakhon Si Thammarat,135896,"MOBILUBE HD 85W-140, P18LT",4014
28/2/2023,D,ERW_DBG72020110037,Retails,Songkhla,140523,MOBIL 1 0W-40 CTN 12X1L:SG,455
6/4/2023,C,ERW_C08P2020090170,Retails,Chiang Rai,143162,"MOBIL DELVAC MX 15W-40, 12X1LT",88
15/2/2023,A,ERW_AMBP2020110283,Retails,Bangkok,141515,"M-DEL EXTRA LONG LIFE GREASE, 1.8KGX6:SG",280
13/2/2023,A,ERW_AMBP2020110283,Retails,Bangkok,141515,"M-DEL EXTRA LONG LIFE GREASE, 1.8KGX6:SG",352
5/4/2023,A,ERW_AMBP2020110681,Retails,Roi Et,141515,M DEL EXTRALONGLIFE GREASE 6X1.8KG/CAR,366
19/9/2023,A,ERW_A3UO2023100002,Retails,Mukdahan,145742,M SUP AIO Protection 5W-30 4x4/CAR,5488
26/10/2023,A,ERW_A7QF2022060003,Retails,N\A,142923,MOBIL SPECIAL 20W-50 4X4L/CAR,1104
21/2/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,143132,MOBIL 1 5W-30 4X4L/CAR,496
21/2/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,141559,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,2384
21/2/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,140521,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,5936
26/6/2023,A,ERW_AMBP2020110001,Retails,Bangkok,144463,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,6000
3/3/2023,A,ERW_AMBP2020110006,Retails,Bangkok,141559,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,6416
25/9/2023,A,ERW_AMBP2020110042,Retails,Bangkok,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,432
10/4/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,7728
14/2/2023,A,ERW_AMBP2020110060,Retails,Bangkok,140521,MOBIL 1 0W-40 CTN 4X4L:SG,3968
9/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,6208
20/12/2023,A,ERW_AMBP2020110085,Retails,Bangkok,143132,MOBIL 1 5W-30 4X4L/CAR,6608
20/12/2023,A,ERW_AMBP2020110085,Retails,Bangkok,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,3040
10/2/2023,A,ERW_AMBP2020110085,Retails,Bangkok,141559,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,16
9/8/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,142923,MOBIL SPECIAL 20W-50 4X4L/CAR,1584
20/4/2023,A,ERW_AMBP2020110124,Retails,Phra Nakhon Si Ayutthaya,143132,MOBIL 1 5W-30 4X4L/CAR,2432
21/7/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,143132,MOBIL 1 5W-30 4X4L/CAR,7600
21/7/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145832,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,1008
21/3/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,142212,MOBIL 1 0W-20 CTN TH 2X4L/CAR,7536
20/2/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,140521,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,1648
20/2/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,141559,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,5952
25/4/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,144463,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,7040
21/7/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,140521,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,6048
18/12/2023,A,ERW_AMBP2020110161,Retails,Chon Buri,146130,MOBIL 1 0W-40 V3 4X4L/CAR,1632
21/2/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140521,MOBIL 1 0W-40 CTN 4X4L:SG,6608
24/2/2023,A,ERW_AMBP2020110257,Retails,Udon Thani,141559,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,2768
10/3/2023,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,141559,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,1488
6/6/2023,A,ERW_AMBP2020110370,Retails,Bangkok,140521,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,1936
15/5/2023,A,ERW_AMBP2020110379,Retails,Bangkok,141559,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,7968
20/12/2023,A,ERW_AMBP2020110380,Retails,Bangkok,146130,MOBIL 1 0W-40 V3 4X4L/CAR,4128
10/11/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145841,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,1456
11/7/2023,A,ERW_AMBP2020110380,Retails,Bangkok,140521,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,416
17/1/2023,A,ERW_AMBP2020110380,Retails,Bangkok,144463,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4048
9/5/2023,A,ERW_AMBP2020110385,Retails,Bangkok,143132,MOBIL 1 5W-30 4X4L/CAR,3728
15/11/2023,A,ERW_AMBP2020110529,Retails,Chon Buri,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,1552
25/10/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145832,MOBIL 1 FS X2 5W-50 (SP) V2 4X4L/CAR,2080
21/7/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145832,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,224
25/4/2023,A,ERW_AMBP2020110659,Retails,Nakhon Phanom,141559,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,1760
5/1/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143643,MOBIL 1 ESP 0W-30 CTN 4X4L:SG,928
26/1/2023,A,ERW_AU5N2022030006,Retails,Bangkok,144473,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,2560
17/3/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143132,MOBIL 1 5W-30 4X4L/CAR,5568
17/3/2023,A,ERW_AU5N2022030006,Retails,Bangkok,141559,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,384
14/12/2023,A,ERW_AUOF2022100001,Retails,Bangkok,146130,MOBIL 1 0W-40 V3 4X4L/CAR,3856
7/3/2023,A,ERW_AUOF2022100001,Retails,Bangkok,140521,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,6480
15/3/2023,A,ERW_AUOF2022100001,Retails,Bangkok,140521,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,3488
10/1/2023,A,ERW_AUOF2022100001,Retails,Bangkok,144473,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,6640
12/5/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,142923,MOBIL SPECIAL 20W-50 4X4L/CAR,208
1/11/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,145742,M SUPER AIO PROTECT 5W-30 CTN 4X4L,4448
15/9/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,145742,M SUPER AIO PROTECT 5W-30 CTN 4X4L,4960
24/3/2023,C,ERW_C08P2020090060,Retails,Phichit,142923,"MOBIL SPECIAL 20W-50, 4X4LT CTN",6112
10/8/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1696
27/10/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,144473,M1 FS X2 5W-50(SP) CTN 4X4L (EN/TH):SG,800
24/11/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,145742,M SUPER AIO PROTECT 5W-30 CTN 4X4L,7472
14/11/2023,C,ERW_C08P2020090137,Retails,Lamphun,142923,"MOBIL SPECIAL 20W-50, 4X4LT CTN",3616
21/11/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,146130,"MOBIL 1 0W-40 (SP) V2, 4X4L CTN",3728
13/9/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,145838,MOBIL 1 5W-30 CTN 4X4L(GF-6):SG,3824
23/3/2023,B,ERW_BM2U2020110102,Retails,Nakhon Pathom,144463,"MOBIL 1 0W40(SN) ,4/4",5344
23/3/2023,B,ERW_BM2U2020110102,Retails,Nakhon Pathom,143132,"MOBIL 1 5W30(GF-6):SG ,4/4",7408
30/10/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,140521,"MOBIL 1 0W40(SN) ,4/4",5600
31/10/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140521,"MOBIL 1 0W40(SN) ,4/4",5568
31/5/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140521,"MOBIL 1 0W40(SN) ,4/4",4688
5/10/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,143106,"MOBIL SUPER 3000 5W30 (AIO),4/4(B)",6256
21/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143132,"MOBIL 1 5W30(GF-6):SG ,4/4",1520
18/10/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143106,"MOBIL SUPER 3000 5W30 (AIO),4/4(B)",5424
9/8/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,145838,"MOBIL 1 5W30(GF-6):SG ,4/4",7120
23/5/2023,B,ERW_BM2U2020110075,Retails,Bangkok,144473,"MOBIL 1 FS X2 5W50(SN) ,4/4",6448
8/6/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,143106,"MOBIL SUPER 3000 5W30 (AIO),4/4(B)",1072
18/12/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140521,"MOBIL 1 0W40(SN) ,4/4",7040
9/2/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,144473,"MOBIL 1 FS X2 5W50(SN) ,4/4",6496
21/2/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,144463,"MOBIL 1 0W40(SN) ,4/4",2352
31/5/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,144473,"MOBIL 1 FS X2 5W50(SN) ,4/4",6768
5/4/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,144473,"MOBIL 1 FS X2 5W50(SN) ,4/4",7856
5/4/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,144463,"MOBIL 1 0W40(SN) ,4/4",7536
20/6/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,143132,"MOBIL 1 5W30(GF-6):SG ,4/4",528
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,140521,"MOBIL 1 0W40(SN) ,4/4",1472
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,144473,"MOBIL 1 FS X2 5W50(SN) ,4/4",6544
25/12/2023,B,ERW_BM2U2020110151,Retails,Bangkok,143574,"MOBIL SUPER 3000 5W-40 (AIO),4/4",5584
25/4/2023,B,ERW_BM2U2020110153,Retails,Bangkok,141558,"MOBIL 1 5W30(GF-6):SG ,4/4",7392
5/10/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,140521,"MOBIL 1 0W40(SN) ,4/4",1584
7/1/2023,D,ERW_DBG72020110014,Retails,Pattani,140521,MOBIL 1 0W-40 CTN 4X4L:SG,5424
3/5/2023,D,ERW_DBG72020110014,Retails,Pattani,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4288
23/9/2023,D,ERW_DBG72020110014,Retails,Pattani,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,3456
26/4/2023,D,ERW_DBG72020110021,Retails,Phatthalung,140634,M1 FS X2 5W-50 CTN 4X4L (EN/TH):SG,5328
10/4/2023,D,ERW_DBG72020110021,Retails,Phatthalung,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,1024
7/7/2023,D,ERW_DBG72020110036,Retails,Songkhla,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,7072
31/5/2023,D,ERW_DBG72020110036,Retails,Songkhla,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,7664
25/2/2023,D,ERW_DBG72020110037,Retails,Songkhla,140634,M1 FS X2 5W-50 CTN 4X4L (EN/TH):SG,6112
28/2/2023,D,ERW_DBG72020110037,Retails,Songkhla,140634,M1 FS X2 5W-50 CTN 4X4L (EN/TH):SG,5568
31/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,140521,MOBIL 1 0W-40 CTN 4X4L:SG,4624
17/2/2023,D,ERW_DBG72020110038,Reseller,Phuket,140521,MOBIL 1 0W-40 CTN 4X4L:SG,4656
27/1/2023,D,ERW_DBG72020110038,Reseller,Phuket,140521,MOBIL 1 0W-40 CTN 4X4L:SG,240
5/8/2023,D,ERW_DBG72020110038,Reseller,Phuket,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,384
8/12/2023,D,ERW_DBG72020110052,Retails,Krabi,145838,MOBIL 1 5W-30 CTN 4X4L (GF-6):SG,4672
20/7/2023,D,ERW_DBG72020110052,Retails,Krabi,145742,Mobil Super All-In-One Protection 5W-30 4x4,3008
16/1/2023,D,ERW_DBG72020110082,Reseller,Songkhla,140521,MOBIL 1 0W-40 CTN 4X4L:SG,2240
27/1/2023,D,ERW_DBG72020110082,Reseller,Songkhla,140521,MOBIL 1 0W-40 CTN 4X4L:SG,7872
31/8/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,6816
21/9/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,6816
9/11/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,688
14/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,134348,MOBIL BRAKE FLUID DOT-4 12X0.5L/CAR,705
9/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,134348,MOBIL BRAKE FLUID DOT-4 12/0.5 LT,2395
18/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,134348,MOBIL BRAKE FLUID DOT-4 12X0.5L/CAR,445
24/11/2023,A,ERW_A1T02022040001,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,9240
27/6/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,11312
28/9/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,7392
27/6/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,3388
28/9/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,1484
28/9/2023,A,ERW_A2JJ2023070003,Retails,Bangkok,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,644
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,13776
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7448
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,4396
26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,11900
29/8/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,6636
6/7/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,8652
23/1/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,56
5/10/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,1708
2/6/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143629,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,4704
2/6/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143628,MOBIL SUPER 1000 TBS 15W-40 TH 4X7L/CAR,5600
6/7/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,3696
26/10/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,3500
26/10/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,4368
21/7/2023,A,ERW_A6CM2022070002,Retails,N\A,143160,MOBIL DELVAC SUPER1400 15W-40 4X6+1L/CAR,7336
26/10/2023,A,ERW_A7QF2022060003,Retails,N\A,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,13916
11/5/2023,A,ERW_A8652021120007,Retails,Phra Nakhon Si Ayutthaya,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6188
